event,event_url,fighter_red,fighter_blue,result,method,round,time,bout_url
UFC 267: Blachowicz vs. Teixeira,http://ufcstats.com/event-details/3974fa35c917af1d,Andre Petroski,Hu Yaozong,win,SUBArm Triangle,3,4:46,http://ufcstats.com/fight-details/4a5e5232346993c7
UFC 267: Blachowicz vs. Teixeira,http://ufcstats.com/event-details/3974fa35c917af1d,Tagir Ulanbekov,Allan Nascimento,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/6163c18411aca830
UFC Fight Night: Costa vs. Vettori,http://ufcstats.com/event-details/8a9c6c4301f6d088,Marvin Vettori,Paulo Costa,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/860be3cc82895177
UFC Fight Night: Costa vs. Vettori,http://ufcstats.com/event-details/8a9c6c4301f6d088,Grant Dawson,Ricky Glenn,drawdraw,M-DEC,3,5:00,http://ufcstats.com/fight-details/9fe62ea683decc55
UFC Fight Night: Costa vs. Vettori,http://ufcstats.com/event-details/8a9c6c4301f6d088,Jessica-Rose Clark,Joselyne Edwards,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/69167b996ce7a7e4
UFC Fight Night: Costa vs. Vettori,http://ufcstats.com/event-details/8a9c6c4301f6d088,Alex Caceres,SeungWoo Choi,win,SUBRear Naked Choke,2,3:31,http://ufcstats.com/fight-details/98842f17dfe4b4ef
UFC Fight Night: Costa vs. Vettori,http://ufcstats.com/event-details/8a9c6c4301f6d088,Francisco Trinaldo,Dwight Grant,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/587d373f18f6c8c0
UFC Fight Night: Costa vs. Vettori,http://ufcstats.com/event-details/8a9c6c4301f6d088,Nicolae Negumereanu,Ike Villanueva,win,KO/TKOPunches,1,1:18,http://ufcstats.com/fight-details/e078d18fa9ed100d
UFC Fight Night: Costa vs. Vettori,http://ufcstats.com/event-details/8a9c6c4301f6d088,Gregory Rodrigues,JunYong Park,win,KO/TKOPunch,2,3:13,http://ufcstats.com/fight-details/88256dd5a9aef1cc
UFC Fight Night: Costa vs. Vettori,http://ufcstats.com/event-details/8a9c6c4301f6d088,Mason Jones,David Onama,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/d44d735e5079bfb8
UFC Fight Night: Costa vs. Vettori,http://ufcstats.com/event-details/8a9c6c4301f6d088,Tabatha Ricci,Maria Oliveira,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/1fe58cdab57d233b
UFC Fight Night: Costa vs. Vettori,http://ufcstats.com/event-details/8a9c6c4301f6d088,Jamie Pickett,Laureano Staropoli,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/85f920746c58d0a6
UFC Fight Night: Costa vs. Vettori,http://ufcstats.com/event-details/8a9c6c4301f6d088,Jai Herbert,Khama Worthy,win,KO/TKOPunches,1,2:47,http://ufcstats.com/fight-details/6d7eecf4acecda2a
UFC Fight Night: Costa vs. Vettori,http://ufcstats.com/event-details/8a9c6c4301f6d088,Jeff Molina,Daniel Lacerda,win,KO/TKOPunches,2,0:46,http://ufcstats.com/fight-details/acec5f4c6fee1ae2
UFC Fight Night: Costa vs. Vettori,http://ufcstats.com/event-details/8a9c6c4301f6d088,Randa Markos,Livinha Souza,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/61d9eff5fa4c8578
UFC Fight Night: Costa vs. Vettori,http://ufcstats.com/event-details/8a9c6c4301f6d088,Jonathan Martinez,Zviad Lazishvili,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/7151ae256e6c181b
UFC Fight Night: Ladd vs. Dumont,http://ufcstats.com/event-details/8f4616698508f24d,Norma Dumont,Aspen Ladd,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/330e67abac6e5ce7
UFC Fight Night: Ladd vs. Dumont,http://ufcstats.com/event-details/8f4616698508f24d,Andrei Arlovski,Carlos Felipe,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/188b63ec6ee1c1c9
UFC Fight Night: Ladd vs. Dumont,http://ufcstats.com/event-details/8f4616698508f24d,Jim Miller,Erick Gonzalez,win,KO/TKOPunch,2,0:14,http://ufcstats.com/fight-details/d9ca00b3c62a874d
UFC Fight Night: Ladd vs. Dumont,http://ufcstats.com/event-details/8f4616698508f24d,Manon Fiorot,Mayra Bueno Silva,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/b193e2317b21125c
UFC Fight Night: Ladd vs. Dumont,http://ufcstats.com/event-details/8f4616698508f24d,Nate Landwehr,Ludovit Klein,win,SUBAnaconda Choke,3,2:22,http://ufcstats.com/fight-details/a2e1116a9fe84aa9
UFC Fight Night: Ladd vs. Dumont,http://ufcstats.com/event-details/8f4616698508f24d,Bruno Silva,Andrew Sanchez,win,KO/TKOPunches,3,2:35,http://ufcstats.com/fight-details/fefa96b6d939ffea
UFC Fight Night: Ladd vs. Dumont,http://ufcstats.com/event-details/8f4616698508f24d,Danny Roberts,Ramazan Emeev,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/e3881a6895be3e9e
UFC Fight Night: Ladd vs. Dumont,http://ufcstats.com/event-details/8f4616698508f24d,Luana Carolina,Loopy Godinez,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/be8bee783d22bee2
UFC Fight Night: Ladd vs. Dumont,http://ufcstats.com/event-details/8f4616698508f24d,Batgerel Danaa,Brandon Davis,win,KO/TKOPunches,1,2:01,http://ufcstats.com/fight-details/cf020c71f1dbfa0b
UFC Fight Night: Ladd vs. Dumont,http://ufcstats.com/event-details/8f4616698508f24d,Ariane Carnelossi,Istela Nunes,win,SUBRear Naked Choke,3,2:57,http://ufcstats.com/fight-details/814d481e79e9a525
UFC Fight Night: Dern vs. Rodriguez,http://ufcstats.com/event-details/d247691a6c0e9034,Marina Rodriguez,Mackenzie Dern,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/149d6b90f33634a4
UFC Fight Night: Dern vs. Rodriguez,http://ufcstats.com/event-details/d247691a6c0e9034,Randy Brown,Jared Gooden,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/d5ffdb5388ffabc6
UFC Fight Night: Dern vs. Rodriguez,http://ufcstats.com/event-details/d247691a6c0e9034,Matheus Nicolau,Tim Elliott,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/20f19439e9b100b0
UFC Fight Night: Dern vs. Rodriguez,http://ufcstats.com/event-details/d247691a6c0e9034,Mariya Agapova,Sabina Mazo,win,SUBRear Naked Choke,3,0:53,http://ufcstats.com/fight-details/38957d8eb185391c
UFC Fight Night: Dern vs. Rodriguez,http://ufcstats.com/event-details/d247691a6c0e9034,Chris Gutierrez,Felipe Colares,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/6101249c2cdd1493
UFC Fight Night: Dern vs. Rodriguez,http://ufcstats.com/event-details/d247691a6c0e9034,Alexandr Romanov,Jared Vanderaa,win,KO/TKOPunches,2,4:43,http://ufcstats.com/fight-details/777c65184aa63894
UFC Fight Night: Dern vs. Rodriguez,http://ufcstats.com/event-details/d247691a6c0e9034,Damon Jackson,Charles Rosa,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/df16b9c2fc9722e9
UFC Fight Night: Dern vs. Rodriguez,http://ufcstats.com/event-details/d247691a6c0e9034,Loopy Godinez,Silvana Gomez Juarez,win,SUBArmbar,1,4:14,http://ufcstats.com/fight-details/f526892a27b50576
UFC Fight Night: Dern vs. Rodriguez,http://ufcstats.com/event-details/d247691a6c0e9034,Steve Garcia,Charlie Ontiveros,win,KO/TKOPunches,2,1:51,http://ufcstats.com/fight-details/ddb927b0dfcfac2a
UFC Fight Night: Santos vs. Walker,http://ufcstats.com/event-details/e15d0a2519d6a0b5,Thiago Santos,Johnny Walker,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/37c484012ef24a5b
UFC Fight Night: Santos vs. Walker,http://ufcstats.com/event-details/e15d0a2519d6a0b5,Kevin Holland,Kyle Daukaus,ncnc,Overturned,1,3:43,http://ufcstats.com/fight-details/ce151e053721fe69
UFC Fight Night: Santos vs. Walker,http://ufcstats.com/event-details/e15d0a2519d6a0b5,Niko Price,Alex Oliveira,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/9c33c8d4a381ba70
UFC Fight Night: Santos vs. Walker,http://ufcstats.com/event-details/e15d0a2519d6a0b5,Krzysztof Jotko,Misha Cirkunov,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/dba710edbc3c29ff
UFC Fight Night: Santos vs. Walker,http://ufcstats.com/event-details/e15d0a2519d6a0b5,Alexander Hernandez,Mike Breeden,win,KO/TKOPunch,1,1:20,http://ufcstats.com/fight-details/a00b4e82f9d4f92c
UFC Fight Night: Santos vs. Walker,http://ufcstats.com/event-details/e15d0a2519d6a0b5,Jared Gordon,Joe Solecki,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/3b7eb8e56052a2af
UFC Fight Night: Santos vs. Walker,http://ufcstats.com/event-details/e15d0a2519d6a0b5,Casey O'Neill,Antonina Shevchenko,win,KO/TKOPunches,2,4:47,http://ufcstats.com/fight-details/6832e9e62da0f9d3
UFC Fight Night: Santos vs. Walker,http://ufcstats.com/event-details/e15d0a2519d6a0b5,Karol Rosa,Bethe Correia,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/16d31775a8dcb31d
UFC Fight Night: Santos vs. Walker,http://ufcstats.com/event-details/e15d0a2519d6a0b5,Jamie Mullarkey,Devonte Smith,win,KO/TKOPunches,2,2:51,http://ufcstats.com/fight-details/dfa2f5c821a52c63
UFC Fight Night: Santos vs. Walker,http://ufcstats.com/event-details/e15d0a2519d6a0b5,Douglas Silva de Andrade,Gaetano Pirrello,win,KO/TKOPunch,1,2:04,http://ufcstats.com/fight-details/5f444eac11e55161
UFC Fight Night: Santos vs. Walker,http://ufcstats.com/event-details/e15d0a2519d6a0b5,Stephanie Egger,Shanna Young,win,KO/TKOElbow,2,2:22,http://ufcstats.com/fight-details/c1e5859053263811
UFC Fight Night: Santos vs. Walker,http://ufcstats.com/event-details/e15d0a2519d6a0b5,Alejandro Perez,Johnny Eduardo,win,SUBArmbar,2,4:13,http://ufcstats.com/fight-details/e7423a91a253b416
UFC 266: Volkanovski vs. Ortega,http://ufcstats.com/event-details/0eec866a077889f0,Alexander Volkanovski,Brian Ortega,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/18f1b88d8977c216
UFC 266: Volkanovski vs. Ortega,http://ufcstats.com/event-details/0eec866a077889f0,Valentina Shevchenko,Lauren Murphy,win,KO/TKOPunches,4,4:00,http://ufcstats.com/fight-details/7233b2a56438d77a
UFC 266: Volkanovski vs. Ortega,http://ufcstats.com/event-details/0eec866a077889f0,Robbie Lawler,Nick Diaz,win,KO/TKOPunch,3,0:44,http://ufcstats.com/fight-details/92e006a93f983fb5
UFC 266: Volkanovski vs. Ortega,http://ufcstats.com/event-details/0eec866a077889f0,Curtis Blaydes,Jairzinho Rozenstruik,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/f4df74046a1c4364
UFC 266: Volkanovski vs. Ortega,http://ufcstats.com/event-details/0eec866a077889f0,Jessica Andrade,Cynthia Calvillo,win,KO/TKOPunches,1,4:54,http://ufcstats.com/fight-details/f4a2806f77ac1cdc
UFC 266: Volkanovski vs. Ortega,http://ufcstats.com/event-details/0eec866a077889f0,Merab Dvalishvili,Marlon Moraes,win,KO/TKOPunches,2,4:25,http://ufcstats.com/fight-details/bc276e0f07e30a54
UFC 266: Volkanovski vs. Ortega,http://ufcstats.com/event-details/0eec866a077889f0,Dan Hooker,Nasrat Haqparast,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/b3c23fb2d71bba51
UFC 266: Volkanovski vs. Ortega,http://ufcstats.com/event-details/0eec866a077889f0,Chris Daukaus,Shamil Abdurakhimov,win,KO/TKOPunch,2,1:23,http://ufcstats.com/fight-details/f085f32bbb3220e1
UFC 266: Volkanovski vs. Ortega,http://ufcstats.com/event-details/0eec866a077889f0,Taila Santos,Roxanne Modafferi,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/e7bb37681652c2c2
UFC 266: Volkanovski vs. Ortega,http://ufcstats.com/event-details/0eec866a077889f0,Jalin Turner,Uros Medic,win,SUBRear Naked Choke,1,4:01,http://ufcstats.com/fight-details/7abc4520f63f2c06
UFC 266: Volkanovski vs. Ortega,http://ufcstats.com/event-details/0eec866a077889f0,Nick Maximov,Cody Brundage,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/d8189169b2c8a2aa
UFC 266: Volkanovski vs. Ortega,http://ufcstats.com/event-details/0eec866a077889f0,Matthew Semelsberger,Martin Sano,win,KO/TKOPunch,1,0:15,http://ufcstats.com/fight-details/73f6b72b4889088f
UFC 266: Volkanovski vs. Ortega,http://ufcstats.com/event-details/0eec866a077889f0,Jonathan Pearce,Omar Morales,win,SUBRear Naked Choke,2,3:31,http://ufcstats.com/fight-details/7484298ad57099be
UFC Fight Night: Smith vs. Spann,http://ufcstats.com/event-details/4c27ca8c8481f79a,Anthony Smith,Ryan Spann,win,SUBRear Naked Choke,1,3:47,http://ufcstats.com/fight-details/d1621b3da377f34b
UFC Fight Night: Smith vs. Spann,http://ufcstats.com/event-details/4c27ca8c8481f79a,Ion Cutelaba,Devin Clark,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/4b5f9b7c31d1205d
UFC Fight Night: Smith vs. Spann,http://ufcstats.com/event-details/4c27ca8c8481f79a,Ariane da Silva,Mandy Bohm,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/ceaf7ed5ade30d9f
UFC Fight Night: Smith vs. Spann,http://ufcstats.com/event-details/4c27ca8c8481f79a,Arman Tsarukyan,Christos Giagos,win,KO/TKOPunches,1,2:09,http://ufcstats.com/fight-details/13a8ddb1c3f55ed4
UFC Fight Night: Smith vs. Spann,http://ufcstats.com/event-details/4c27ca8c8481f79a,Nate Maness,Tony Gravely,win,KO/TKOPunches,2,2:10,http://ufcstats.com/fight-details/576b795e33ddd62d
UFC Fight Night: Smith vs. Spann,http://ufcstats.com/event-details/4c27ca8c8481f79a,Joaquin Buckley,Antonio Arroyo,win,KO/TKOPunches,3,2:26,http://ufcstats.com/fight-details/401f5f4714132d50
UFC Fight Night: Smith vs. Spann,http://ufcstats.com/event-details/4c27ca8c8481f79a,Tafon Nchukwi,Mike Rodriguez,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/d06495deb1ff1750
UFC Fight Night: Smith vs. Spann,http://ufcstats.com/event-details/4c27ca8c8481f79a,Raquel Pennington,Pannie Kianzad,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/2d42742aade53799
UFC Fight Night: Smith vs. Spann,http://ufcstats.com/event-details/4c27ca8c8481f79a,Rongzhu,Brandon Jenkins,win,KO/TKOPunches,3,4:35,http://ufcstats.com/fight-details/85e5498808346d6b
UFC Fight Night: Smith vs. Spann,http://ufcstats.com/event-details/4c27ca8c8481f79a,Montel Jackson,JP Buys,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/dc870fab1e0f15e1
UFC Fight Night: Smith vs. Spann,http://ufcstats.com/event-details/4c27ca8c8481f79a,Erin Blanchfield,Sarah Alpar,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/0ce63c2148e70b4c
UFC Fight Night: Smith vs. Spann,http://ufcstats.com/event-details/4c27ca8c8481f79a,Carlston Harris,Impa Kasanganay,win,KO/TKOPunches,1,2:38,http://ufcstats.com/fight-details/06b3226c34c17001
UFC Fight Night: Smith vs. Spann,http://ufcstats.com/event-details/4c27ca8c8481f79a,Gustavo Lopez,Alatengheili,drawdraw,U-DEC,3,5:00,http://ufcstats.com/fight-details/178756c3cb23b884
UFC Fight Night: Smith vs. Spann,http://ufcstats.com/event-details/4c27ca8c8481f79a,Hannah Goldy,Emily Whitmire,win,SUBArmbar,1,4:17,http://ufcstats.com/fight-details/eb10feae98ea7d36
UFC Fight Night: Brunson vs. Till,http://ufcstats.com/event-details/b9532d815060de7f,Derek Brunson,Darren Till,win,SUBRear Naked Choke,3,2:13,http://ufcstats.com/fight-details/14f2bb86fd888e91
UFC Fight Night: Brunson vs. Till,http://ufcstats.com/event-details/b9532d815060de7f,Tom Aspinall,Serghei Spivac,win,KO/TKOElbow,1,2:30,http://ufcstats.com/fight-details/b977ffcc6428046f
UFC Fight Night: Brunson vs. Till,http://ufcstats.com/event-details/b9532d815060de7f,Alex Morono,David Zawada,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/f09912e9d8eaa968
UFC Fight Night: Brunson vs. Till,http://ufcstats.com/event-details/b9532d815060de7f,Khalil Rountree Jr.,Modestas Bukauskas,win,KO/TKOKick,2,2:30,http://ufcstats.com/fight-details/ad81be01a461c936
UFC Fight Night: Brunson vs. Till,http://ufcstats.com/event-details/b9532d815060de7f,Paddy Pimblett,Luigi Vendramini,win,KO/TKOPunches,1,4:25,http://ufcstats.com/fight-details/8fc238e84c4624a7
UFC Fight Night: Brunson vs. Till,http://ufcstats.com/event-details/b9532d815060de7f,Molly McCann,Ji Yeon Kim,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/06c0c7dda5a5909d
UFC Fight Night: Brunson vs. Till,http://ufcstats.com/event-details/b9532d815060de7f,Jack Shore,Liudvik Sholinian,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/4fc128b1bdf088b1
UFC Fight Night: Brunson vs. Till,http://ufcstats.com/event-details/b9532d815060de7f,Julian Erosa,Charles Jourdain,win,SUBD'Arce Choke,3,2:56,http://ufcstats.com/fight-details/3f76035e52e8819b
UFC Fight Night: Brunson vs. Till,http://ufcstats.com/event-details/b9532d815060de7f,Marc-Andre Barriault,Dalcha Lungiambula,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/a7c38d4d66abf923
UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,Giga Chikadze,Edson Barboza,win,KO/TKOPunch,3,1:44,http://ufcstats.com/fight-details/5cd1869013741767
UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,Bryan Battle,Gilbert Urbina,win,SUBRear Naked Choke,2,2:15,http://ufcstats.com/fight-details/5086f9fb4fdc2f60
UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,Ricky Turcios,Brady Hiestand,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/ed64e42263bf50bf
UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,Daniel Rodriguez,Kevin Lee,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/089a17e450cc98aa
UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,Andre Petroski,Micheal Gillmore,win,KO/TKOElbows,3,3:12,http://ufcstats.com/fight-details/ad3aa9520131ff2e
UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,Gerald Meerschaert,Makhmud Muradov,win,SUBRear Naked Choke,2,1:49,http://ufcstats.com/fight-details/1de342e9309c5f0f
UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,Abdul Razak Alhassan,Alessio Di Chirico,win,KO/TKOKick,1,0:17,http://ufcstats.com/fight-details/e24c8aab497b4fe1
UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,Wellington Turman,Sam Alvey,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/58d5e4afc2dd35d1
UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,Dustin Jacoby,Darren Stewart,win,KO/TKOPunches,1,3:04,http://ufcstats.com/fight-details/0f3a91caeaa55094
UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,JJ Aldrich,Vanessa Demopoulos,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/2cb9ba68fc855f33
UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,Pat Sabatini,Jamall Emmers,win,SUBHeel Hook,1,1:53,http://ufcstats.com/fight-details/ef4484943b1c68a9
UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,Mana Martinez,Guido Cannetti,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/be4890f4aaadec28
UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,Jared Cannonier,Kelvin Gastelum,win,U-DEC,5,5:00,http://ufcstats.com/fight-details/f536ba47f006474a
UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,Mark Madsen,Clay Guida,win,S-DEC,3,5:00,http://ufcstats.com/fight-details/3a9e0fed344fd07d
UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,Parker Porter,Chase Sherman,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/47230f9b5d7ae037
UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,Saidyokub Kakhramonov,Trevin Jones,win,SUBGuillotine Choke,3,4:39,http://ufcstats.com/fight-details/e1897ff433134cb8
UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,Vinc Pichel,Austin Hubbard,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/755d84d5f4aa4dbf
UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,Alexandre Pantoja,Brandon Royval,win,SUBRear Naked Choke,2,1:46,http://ufcstats.com/fight-details/0b47788da6de735e
UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,Austin Lingo,Luis Saldana,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/12d2b282561b5e5f
UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,Brian Kelleher,Domingo Pilarte,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/bfacb44c24bfe0e9
UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,Josiane Nunes,Bea Malecki,win,KO/TKOPunch,1,4:54,http://ufcstats.com/fight-details/92d39a17e34cf581
UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,William Knight,Fabio Cherant,win,KO/TKOPunch,1,3:58,http://ufcstats.com/fight-details/5e2ce5aa3a92c2df
UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,Ignacio Bahamondes,Roosevelt Roberts,win,KO/TKOKick,3,4:55,http://ufcstats.com/fight-details/8badcb2134c1cdaf
UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,Ramiz Brahimaj,Sasha Palatnikov,win,SUBRear Naked Choke,1,2:33,http://ufcstats.com/fight-details/47a157222b2c9092
UFC 265: Lewis vs. Gane,http://ufcstats.com/event-details/972197a8c61ac413,Ciryl Gane,Derrick Lewis,win,KO/TKOPunches,3,4:11,http://ufcstats.com/fight-details/bf732e22055e8634
UFC 265: Lewis vs. Gane,http://ufcstats.com/event-details/972197a8c61ac413,Jose Aldo,Pedro Munhoz,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/980927e7dcc131c0
UFC 265: Lewis vs. Gane,http://ufcstats.com/event-details/972197a8c61ac413,Vicente Luque,Michael Chiesa,win,SUBD'Arce Choke,1,3:25,http://ufcstats.com/fight-details/efe985e626a0d8c0
UFC 265: Lewis vs. Gane,http://ufcstats.com/event-details/972197a8c61ac413,Tecia Pennington,Angela Hill,win,U-DEC,3,5:00,http://ufcstats.com/fight-details/903d2c361d005b70
